0.0000000000000000e+00,5.3029990905989468e+00,0.0000000000000000e+00,1.0294927119494679e+00,0.0000000000000000e+00,0.0000000000000000e+00,-8.0078686082005905e+00,-6.2155014883634774e-01,-8.2626438104897755e+00,0.0000000000000000e+00,1.1039271616981667e+01,0.0000000000000000e+00,0.0000000000000000e+00,1.7079905683520957e-01,-1.0433953201268805e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.5094991076358086e+00,5.1581584196594044e+00,0.0000000000000000e+00,0.0000000000000000e+00,-6.4692073678016992e+00,1.2264660859245547e+01,0.0000000000000000e+00,1.2564811085743280e+01,-1.1085420526469136e+01,0.0000000000000000e+00,-0.0000000000000000e+00,0.0000000000000000e+00,3.0618450052253907e+00,-9.8845735544423174e-01,0.0000000000000000e+00,-1.2875275797435394e+01,0.0000000000000000e+00,0.0000000000000000e+00,8.0068514637300581e-02,5.9751128230155928e+00,-5.7322512909448262e+00,-2.7180351284456750e-01,-5.5868144694422313e+00,0.0000000000000000e+00,-7.2121986412961911e+00,-9.6892268942380788e-01,0.0000000000000000e+00,-2.7941104069811393e+00,0.0000000000000000e+00,-1.5736860791897129e+00,0.0000000000000000e+00,-1.0357731134749137e+01,4.3032272372680982e+00,-6.1373798578671961e+00,0.0000000000000000e+00,2.3985721817097696e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.4275671141347743e+00,4.3412192756204195e+00,0.0000000000000000e+00,-4.1850634154867326e+00,8.7918779380718926e-01,-2.5808188131743348e+00,1.8928682848135980e+00,-8.4076535136812218e+00,1.4496410240238211e+01,4.2485025107441938e+00,0.0000000000000000e+00,-1.6737050904639030e+00,0.0000000000000000e+00,1.8771428219000708e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,9.1015033111556942e-01,6.8137665528735170e-01,0.0000000000000000e+00,0.0000000000000000e+00,1.8709103521658079e+00,2.9364193254200526e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.5792740960693266e+00,0.0000000000000000e+00,8.5239517413903645e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,-4.9544796601004712e+00,-8.1138287170332450e+00,5.1069448604380039e+00,1.0410106823441890e+01,0.0000000000000000e+00,1.8236304973181041e+00,4.1007324057592580e+00,4.9158766397040274e+00,2.3782547320740735e+00,-8.7520612093522399e+00
-4.5392942428588867e-01,0.0000000000000000e+00,5.3556220792233944e-01,0.0000000000000000e+00,0.0000000000000000e+00,-7.8541606664657593e-02,2.9956735372543335e+00,-7.0342183113098145e-01,3.7204778194427490e-01,2.0646786242723465e+00,1.4204139411449432e+00,-1.0543167293071747e+00,2.4645889997482300e+00,-0.0000000000000000e+00,1.1424416005611420e+00,0.0000000000000000e+00,2.3796606063842773e-01,8.2468628883361816e-02,3.3905625343322754e-02,0.0000000000000000e+00,1.2553074061870575e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0621882975101471e+00,0.0000000000000000e+00,-1.8414341211318970e+00,2.0484053827822208e+00,2.6807516217231750e+00,0.0000000000000000e+00,1.7010028362274170e+00,0.0000000000000000e+00,0.0000000000000000e+00,-5.7380378246307373e-01,-1.3334372937679291e+00,-8.7166985869407654e-01,-1.6873534917831421e+00,0.0000000000000000e+00,-1.4331197738647461e-01,0.0000000000000000e+00,0.0000000000000000e+00
1.8129798735758891e-158,5.2088776235397340e-137,1.0000000000000000e+00,-1.0000000000000000e+00
