59319635968,10099441664,0,-0,-0,-0,-118953287680,0,-0,-42094661632,-0,-0,-0,21783470080
-0,-9078450176,-0,-0,-0,24129357824,0,15742775296,-11552028672,27970050048,-11538195456,11366691840,0,-0
-0,17829337088,-14379543552,0,0,-0,0,0,2996752384,0,541031296,0,-0,11900667904
0,0,-0,-3309924864,0,-8863529984,-1776843264,2080598272,8348262912,0,2974916608,0,-5535691264,0
2543872768,1623770624,-286158176,-0,1584895360,0,-0,0,-0,0,1702993792,-4510410752,0,0
1203461376,-1166277504,0,248921328,-128196656,-1255661696,-0,0,0,-525438816,-181975696,-0,-355176064,-0
377280640,-345133536,-0,-0,0,0,0,179438976,-0,718284672,103338176,0,-49017012,0
-2351411.75,-0,-0,0,-110541064,55152236,107449544,-0,-0,-0,39296820,48242608,91041952,222703696
-23833628,-0,-0,42012424,9482222,-0,49568164,0,0,65940420,-28366760,0,-0,36356832
25214714,0,0,43530216,14285277,0,0,-0,27349130,0,-0,15337764,-0,-0
-4398291,18133566,301823.96875,0,-2745566.25,3477614.5,8042085,7317324,-0,-0,-0,14333072,-6761906,-5756219.5
0,-1433437,-1174252.125,-998697.5,-2927425.5,0,-1383853.5,2429666,-2541173.25,947170,-0,5821891.5,-0,3072894.5
0,-43480.73046875,-0,-824263.4375,-1052952.125,-323500.125,-0,-48135.08203125,-0,468604.9375,0,132445.296875,952340,2368784.5
0,675069.75,0,-62784.8359375,111912.4609375,0,-0,0,446498.1875,-227206.6875,0,-161419.015625,-0,593977.5
-141265.78125,209663.84375,0,370865.4375,-0,0,72510.515625,205124.265625,-55249.83984375,8496.3017578125,0,0,134099.71875,-0
-61481.4375,-2988.82080078125,-0,51648.6796875,0,0,0,54299.5703125,-16764.259765625,54990.67578125,-0,58728.98828125,-31001.01953125,50706.7109375
7560.7568359375,-0,0,-0,998.8919067382812,8527.056640625,-0,-0,19717.00390625,15614.318359375,12183.4462890625,9946.3466796875,-12497.109375,-16000.708984375
7298.3271484375,2504.389892578125,-3154.54638671875,-0,-1322.37890625,12311.9794921875,-0,0,-2150.753662109375,-0,0,-0,6893.5478515625,-0
0,-0,-0,2465.59326171875,-0,-2573.0302734375,0,-0,0,-583.6066284179688,0,-0,0,4903.6943359375
0,-0,-0,-0,89.24679565429688,-0,1057.244506835938,0,0,-0,0,255.6365509033203,3082.513427734375,0
21.19531059265137,35.52169418334961,-0,0,-205.5855255126953,611.0574951171875,-0,0,0,98.11495971679688,527.3012084960938,-637.12841796875,-0,824.2138061523438
110.9617691040039,25.36654853820801,106.6084136962891,244.5232238769531,127.5567092895508,-127.2117004394531,-0,-0,39.84268569946289,131.3255767822266,235.7923278808594,-94.13557434082031,0,-5.823493003845215
-0,0,-21.00358772277832,-0,87.06790924072266,0,0,0,0,-0,14.67058753967285,68.54434967041016,0,-0
-51.12044143676758,-0,-2.839750051498413,38.59114074707031,-0,99.59252166748047,23.0927677154541,0,-0,-7.454152584075928,31.22847938537598,-42.88336563110352,-0,-19.34628105163574
-3.905944347381592,0,0,38.38039779663086,19.41195106506348,-21.55755424499512,0,0,-0,-0,39.85541152954102,0,-0,-0
-1.384708523750305,-6.695672035217285,0,0,-0,3.993388414382935,3.786808967590332,-0,0,22.0435848236084,0,7.165194988250732,3.620322942733765,0
1.410365581512451,-0,-0,0,0,5.507625579833984,2.752914667129517,-0,-0,0.9508512616157532,2.289573192596436,0,2.853178262710571,-1.327062726020813
0.1932391375303268,0,1.330335736274719,0,0,1.017450571060181,-1.042379975318909,1.475002288818359,-0,0,-0,1.233420848846436,0,0
0,0,1,-1
