100.3714218139648,0,-641.3862915039062,-679.396240234375,111.7683715820312,0,-222.8950042724609,340.1510620117188,0,0,0,0,-394.4672241210938,-113.1847610473633,-287.2392883300781,0,579.4767456054688,0,-16.64214324951172,0,-393.7886047363281,0,0,12.7246732711792,0,31.95720100402832,0,0
-100.3714218139648,0,641.3862915039062,679.396240234375,-111.7683715820312,0,222.8950042724609,-340.1510620117188,0,0,0,0,394.4672241210938,113.1847610473633,287.2392883300781,0,-579.4767456054688,0,16.64214324951172,0,393.7886047363281,0,0,-12.7246732711792,0,-31.95720100402832,0,0
-100.3714218139648,0,641.3862915039062,679.396240234375,-111.7683715820312,0,222.8950042724609,-340.1510620117188,0,0,0,0,394.4672241210938,113.1847610473633,287.2392883300781,0,-579.4767456054688,0,16.64214324951172,0,393.7886047363281,0,0,-12.7246732711792,0,-31.95720100402832,0,0
-100.3714218139648,0,641.3862915039062,679.396240234375,-111.7683715820312,0,222.8950042724609,-340.1510620117188,0,0,0,0,394.4672241210938,113.1847610473633,287.2392883300781,0,-579.4767456054688,0,16.64214324951172,0,393.7886047363281,0,0,-12.7246732711792,0,-31.95720100402832,0,0
100.3714218139648,0,-641.3862915039062,-679.396240234375,111.7683715820312,0,-222.8950042724609,340.1510620117188,0,0,0,0,-394.4672241210938,-113.1847610473633,-287.2392883300781,0,579.4767456054688,0,-16.64214324951172,0,-393.7886047363281,0,0,12.7246732711792,0,31.95720100402832,0,0
100.3714218139648,0,-641.3862915039062,-679.396240234375,111.7683715820312,0,-222.8950042724609,340.1510620117188,0,0,0,0,-394.4672241210938,-113.1847610473633,-287.2392883300781,0,579.4767456054688,0,-16.64214324951172,0,-393.7886047363281,0,0,12.7246732711792,0,31.95720100402832,0,0
-100.3714218139648,0,641.3862915039062,679.396240234375,-111.7683715820312,0,222.8950042724609,-340.1510620117188,0,0,0,0,394.4672241210938,113.1847610473633,287.2392883300781,0,-579.4767456054688,0,16.64214324951172,0,393.7886047363281,0,0,-12.7246732711792,0,-31.95720100402832,0,0
100.3714218139648,0,-641.3862915039062,-679.396240234375,111.7683715820312,0,-222.8950042724609,340.1510620117188,0,0,0,0,-394.4672241210938,-113.1847610473633,-287.2392883300781,0,579.4767456054688,0,-16.64214324951172,0,-393.7886047363281,0,0,12.7246732711792,0,31.95720100402832,0,0
-100.3714218139648,0,641.3862915039062,679.396240234375,-111.7683715820312,0,222.8950042724609,-340.1510620117188,0,0,0,0,394.4672241210938,113.1847610473633,287.2392883300781,0,-579.4767456054688,0,16.64214324951172,0,393.7886047363281,0,0,-12.7246732711792,0,-31.95720100402832,0,0
-100.3714218139648,0,641.3862915039062,679.396240234375,-111.7683715820312,0,222.8950042724609,-340.1510620117188,0,0,0,0,394.4672241210938,113.1847610473633,287.2392883300781,0,-579.4767456054688,0,16.64214324951172,0,393.7886047363281,0,0,-12.7246732711792,0,-31.95720100402832,0,0
