-2.128400037663372e-15,-0,-9.368959431779299e-16,-0,0,0,-1.724177704025254e-15,0,0,0,-0,0,-0,-4.791824201295187e-16,1.347496223150636e-15,-0,1.949690061836345e-15,4.24171812430529e-16,-1.105280269740572e-15,-1.291307657319812e-15,1.826308701640442e-15,-0,-0,0,-2.095697366119305e-15,1.198549502782467e-15,3.513745451606034e-16,-0,0,0,0,-0,0,1.339283179935822e-15,-2.01437034472163e-15,0,-0,-9.149138500099047e-16,0,-1.334360436204616e-15,-4.227206266162007e-17,0,-1.874436690186957e-15,-0,-0,-1.50127865461468e-15,0,2.100836526768533e-15,3.461122470966677e-16,4.652379814166672e-16,-1.004946482479196e-18,-8.294055563472279e-16,-0,0,-0,-7.599830006880615e-16,-0,0,0,-0,6.593213405385644e-16,-5.428439870770534e-16,-0,-0,-1.271718749865135e-15,6.88295214230141e-16,-9.408885388539315e-16,-2.365907229040531e-15,-0,-1.190066194846113e-18,0,-1.991074397573295e-15,-0,0,-9.5177884145678e-16,2.815169692615949e-15,0,-0,-0,6.834377979149928e-16,2.140636275619408e-15,0,-0,-7.200862665647262e-16,1.646253955130529e-15,-0,-0,0,-0,0,-0,-1.445890667267909e-16,7.511291241090899e-16,0,-1.297273310367324e-15,0,-1.112668726381235e-15,-0,0,0
-3.737381207922483e-16,-2.392310622434987e-16,0,1.353699865986547e-16,0,0,1.486074439681245e-16,5.216170767210647e-16,0,-0,-0,6.152640335178752e-16,0,0,-0,1.95933715830064e-16,2.831591438001723e-16,-6.669127145096535e-17,1.266277463151533e-16,-0,-1.057664696422476e-16,0,3.200213029806303e-16,0,3.976970300404874e-16,0,-8.610478352855618e-17,-4.934935711689722e-16,-5.210805409059832e-17,-3.101391813432511e-16,0,0,-3.717869539284684e-16,-0,-0,-1.46285289908337e-16,-0,-4.405286009771608e-16,0,-0
1.88258340013409e-16,0,0,-1.882717072521078e-16
